"filename","chromosome","start_pos","end_pos","tree"
"Chr1_RagTag.72000001-72200000.min4.phy.treefile","Chr1",72000001,72200000,"((Crnoc59478:0.1172709885,(Cratr320360:0.0851464210,((Cstr9577:0.0506572031,Ceery21146:0.0546798843)100:0.0144421964,Ccgol2213:0.0787792364)100:0.0034546595)100:0.0229457043)100:0.0757702679,Cvar27099:0.4323665885,Cuund34614:0.1710936417);"
"Chr1_RagTag.72200001-72400000.min4.phy.treefile","Chr1",72200001,72400000,"((Crnoc59478:0.1269176846,(Cratr320360:0.0887407511,((Cstr9577:0.0562949077,Ceery21146:0.0572279621)100:0.0155106870,Ccgol2213:0.0737056037)100:0.0056337446)100:0.0190934537)100:0.0640459648,Cvar27099:0.4050685075,Cuund34614:0.1658232611);"
"Chr1_RagTag.72400001-72600000.min4.phy.treefile","Chr1",72400001,72600000,"((Crnoc59478:0.1316158447,(Cratr320360:0.0987453231,((Cstr9577:0.0649963384,Ceery21146:0.0587245928)100:0.0140432828,Ccgol2213:0.0759921295)65:0.0010829651)100:0.0274237893)100:0.0517947695,Cvar27099:0.3769725328,Cuund34614:0.1610424902);"
"Chr1_RagTag.72600001-72800000.min4.phy.treefile","Chr1",72600001,72800000,"((Crnoc59478:0.1342568367,(Cratr320360:0.0895722307,((Cstr9577:0.0509460243,Ceery21146:0.0631953792)100:0.0133728256,Ccgol2213:0.0830840592)72:0.0017307855)100:0.0230637242)100:0.0524311319,Cvar27099:0.3821725432,Cuund34614:0.1578733668);"
"Chr1_RagTag.72800001-73000000.min4.phy.treefile","Chr1",72800001,7.3e+07,"((Crnoc59478:0.1270819989,(((Cratr320360:0.0746445592,Cstr9577:0.0626416828)100:0.0035824891,Ceery21146:0.0662466400)100:0.0050387538,Ccgol2213:0.0771577647)100:0.0235232509)100:0.0297423289,Cvar27099:0.4302759538,Cuund34614:0.1370326835);"
"Chr1_RagTag.73000001-73200000.min4.phy.treefile","Chr1",73000001,73200000,"((Crnoc59478:0.1461745119,(Cratr320360:0.0799755668,((Cstr9577:0.0485770787,Ceery21146:0.0599934965)93:0.0022819877,Ccgol2213:0.0706199872)90:0.0086588400)100:0.0309189183)100:0.0212160691,Cvar27099:0.4312761095,Cuund34614:0.1220721622);"
"Chr1_RagTag.73200001-73400000.min4.phy.treefile","Chr1",73200001,73400000,"((Crnoc59478:0.1405203604,(((Cratr320360:0.0619050453,Cstr9577:0.0455465048)100:0.0175376864,Ceery21146:0.0613572036)100:0.0118018038,Ccgol2213:0.0969387703)100:0.0305947800)100:0.0277277588,Cvar27099:0.4126122985,Cuund34614:0.1371302724);"
"Chr1_RagTag.73400001-73600000.min4.phy.treefile","Chr1",73400001,73600000,"((Crnoc59478:0.1500709440,(((Cratr320360:0.0631089787,Cstr9577:0.0528361545)100:0.0120311554,Ceery21146:0.0617340277)100:0.0141439089,Ccgol2213:0.1034076564)100:0.0294196534)100:0.0146758802,Cvar27099:0.4449556061,Cuund34614:0.1335796099);"
"Chr1_RagTag.73600001-73800000.min4.phy.treefile","Chr1",73600001,73800000,"((Crnoc59478:0.1421283839,((Cratr320360:0.0862313057,(Cstr9577:0.0659912504,Ccgol2213:0.0756970935)67:0.0011480515)78:0.0022799894,Ceery21146:0.0658473755)100:0.0335345541)100:0.0389722463,Cvar27099:0.3533204665,Cuund34614:0.1528578084);"
"Chr1_RagTag.73800001-74000000.min4.phy.treefile","Chr1",73800001,7.4e+07,"((Crnoc59478:0.1335420273,((Cratr320360:0.0816267113,(Cstr9577:0.0629864172,Ceery21146:0.0751384185)59:0.0060222659)100:0.0080896718,Ccgol2213:0.0871166039)100:0.0287905118)100:0.0206829966,Cvar27099:0.3633155700,Cuund34614:0.1392040168);"
"Chr1_RagTag.74000001-74200000.min4.phy.treefile","Chr1",74000001,74200000,"((Crnoc59478:0.1381998541,((Cratr320360:0.0845463397,(Cstr9577:0.0587347084,Ceery21146:0.0622345865)100:0.0083325871)96:0.0050433336,Ccgol2213:0.0840383507)100:0.0304674932)100:0.0314572786,Cvar27099:0.4056897037,Cuund34614:0.1406777384);"
"Chr1_RagTag.74200001-74400000.min4.phy.treefile","Chr1",74200001,74400000,"((Crnoc59478:0.1380310512,(((Cratr320360:0.0778718383,Cstr9577:0.0571748485)100:0.0036871470,Ceery21146:0.0693262650)80:0.0009387677,Ccgol2213:0.0757381583)100:0.0350413307)100:0.0356694666,Cvar27099:0.4008478372,Cuund34614:0.1638120942);"
"Chr1_RagTag.74400001-74600000.min4.phy.treefile","Chr1",74400001,74600000,"((Crnoc59478:0.1312131137,(((Cratr320360:0.0709498665,Cstr9577:0.0565153040)100:0.0028560647,Ccgol2213:0.0762072197)73:0.0005883814,Ceery21146:0.0733188974)100:0.0307989796)100:0.0401732454,Cvar27099:0.3794223588,Cuund34614:0.1621441903);"
"Chr1_RagTag.74600001-74800000.min4.phy.treefile","Chr1",74600001,74800000,"((Crnoc59478:0.1362572083,(((Cratr320360:0.0796569325,Cstr9577:0.0578395634)100:0.0065638024,Ccgol2213:0.0775531217)78:0.0008629821,Ceery21146:0.0771475010)100:0.0377491612)100:0.0497173950,Cvar27099:0.4002009530,Cuund34614:0.1730499952);"
"Chr1_RagTag.74800001-75000000.min4.phy.treefile","Chr1",74800001,7.5e+07,"((Crnoc59478:0.1357537809,(((Cratr320360:0.0746190973,Cstr9577:0.0569076579)100:0.0103377859,Ccgol2213:0.0809130097)84:0.0009748161,Ceery21146:0.0748186129)100:0.0237620746)100:0.0583718313,Cvar27099:0.4379874568,Cuund34614:0.1721165092);"
"Chr1_RagTag.75000001-75200000.min4.phy.treefile","Chr1",75000001,75200000,"((Crnoc59478:0.1553100117,((Cratr320360:0.0730902895,Cstr9577:0.0532977343)100:0.0103648611,(Ceery21146:0.0747068970,Ccgol2213:0.0756465452)66:0.0026457725)100:0.0452719331)100:0.0290432440,Cvar27099:0.3801193506,Cuund34614:0.1550268026);"
"Chr1_RagTag.75200001-75400000.min4.phy.treefile","Chr1",75200001,75400000,"((Crnoc59478:0.1446194340,(((Cratr320360:0.0776879146,Cstr9577:0.0584843503)67:0.0024337112,Ceery21146:0.0634443955)49:0.0003865318,Ccgol2213:0.0696086336)100:0.0429518469)100:0.0307323556,Cvar27099:0.3911728564,Cuund34614:0.1371033810);"
"Chr1_RagTag.75400001-75600000.min4.phy.treefile","Chr1",75400001,75600000,"((Crnoc59478:0.1492713462,(((Cratr320360:0.0767403913,Cstr9577:0.0528569191)100:0.0043826149,Ccgol2213:0.0730496508)46:0.0010671194,Ceery21146:0.0708832348)100:0.0459009887)100:0.0219817106,Cvar27099:0.3681418562,Cuund34614:0.1395819039);"
"Chr1_RagTag.75600001-75800000.min4.phy.treefile","Chr1",75600001,75800000,"((Crnoc59478:0.1412164147,((Cratr320360:0.0733233072,Cstr9577:0.0627406868)100:0.0043013176,(Ceery21146:0.0714432421,Ccgol2213:0.0697954759)52:0.0003632785)100:0.0300923879)100:0.0380441637,Cvar27099:0.3868112957,Cuund34614:0.1558783583);"
"Chr1_RagTag.75800001-76000000.min4.phy.treefile","Chr1",75800001,7.6e+07,"((Crnoc59478:0.1457989974,((Cratr320360:0.0840948284,(Cstr9577:0.0623324320,Ceery21146:0.0627715781)99:0.0062023160)60:0.0006900530,Ccgol2213:0.0795645870)100:0.0268957243)100:0.0481622326,Cvar27099:0.3863784985,Cuund34614:0.1603362699);"
"Chr1_RagTag.76000001-76200000.min4.phy.treefile","Chr1",76000001,76200000,"((Crnoc59478:0.1297255995,(((Cratr320360:0.0752021856,Cstr9577:0.0623135424)100:0.0081542314,Ceery21146:0.0773884452)51:0.0001959669,Ccgol2213:0.0700092445)100:0.0212167737)100:0.0580241224,Cvar27099:0.3988201024,Cuund34614:0.1621224474);"
"Chr1_RagTag.76200001-76400000.min4.phy.treefile","Chr1",76200001,76400000,"((Crnoc59478:0.1203198643,(Cratr320360:0.0809790596,((Cstr9577:0.0532826319,Ceery21146:0.0619620857)100:0.0094173647,Ccgol2213:0.0738088651)94:0.0020033743)100:0.0247826558)100:0.0701292290,Cvar27099:0.3989971229,Cuund34614:0.1854507154);"
"Chr1_RagTag.76400001-76600000.min4.phy.treefile","Chr1",76400001,76600000,"((Crnoc59478:0.1199481610,(Cratr320360:0.0851743659,((Cstr9577:0.0463061389,Ceery21146:0.0551672432)100:0.0166439133,Ccgol2213:0.0711122752)99:0.0031131633)100:0.0234762900)100:0.0658243644,Cvar27099:0.4284947821,Cuund34614:0.1633650741);"
"Chr1_RagTag.76600001-76800000.min4.phy.treefile","Chr1",76600001,76800000,"((Crnoc59478:0.1347192129,(Cratr320360:0.0835065159,((Cstr9577:0.0520672134,Ceery21146:0.0519948848)100:0.0132544269,Ccgol2213:0.0738720147)65:0.0006083267)100:0.0296756654)100:0.0559633959,Cvar27099:0.4222921038,Cuund34614:0.1749272803);"
"Chr1_RagTag.76800001-77000000.min4.phy.treefile","Chr1",76800001,7.7e+07,"((Crnoc59478:0.1280968924,(Cratr320360:0.0878267145,((Cstr9577:0.0453416709,Ceery21146:0.0493051323)100:0.0155614175,Ccgol2213:0.0707116787)88:0.0013309080)100:0.0285203270)100:0.0530200749,Cvar27099:0.4323782411,Cuund34614:0.1653352886);"
"Chr1_RagTag.77000001-77200000.min4.phy.treefile","Chr1",77000001,77200000,"((Crnoc59478:0.1377442977,(Cratr320360:0.0927504004,((Cstr9577:0.0474337031,Ceery21146:0.0577268039)100:0.0160903116,Ccgol2213:0.0787635222)89:0.0014527804)100:0.0231545843)100:0.0595907268,Cvar27099:0.4048111203,Cuund34614:0.1575311604);"
"Chr1_RagTag.77200001-77400000.min4.phy.treefile","Chr1",77200001,77400000,"((Crnoc59478:0.1359680325,((Cratr320360:0.0861505841,(Cstr9577:0.0509428285,Ceery21146:0.0589599430)100:0.0060136897)60:0.0015840579,Ccgol2213:0.0652555610)100:0.0356270169)100:0.0519434366,Cvar27099:0.3758402539,Cuund34614:0.1676723257);"
"Chr1_RagTag.77400001-77600000.min4.phy.treefile","Chr1",77400001,77600000,"((Crnoc59478:0.1425843250,(((Cratr320360:0.0799989056,Cstr9577:0.0580357797)100:0.0057252670,Ccgol2213:0.0781147177)97:0.0031173561,Ceery21146:0.0745168470)100:0.0386656946)100:0.0499108035,Cvar27099:0.3664804240,Cuund34614:0.1513724373);"
"Chr1_RagTag.77600001-77800000.min4.phy.treefile","Chr1",77600001,77800000,"((Crnoc59478:0.1271494926,((Cratr320360:0.0877315006,(Cstr9577:0.0677607098,Ceery21146:0.0707898035)75:0.0039191726)81:0.0029025325,Ccgol2213:0.0788242778)100:0.0173163829)100:0.0359194576,Cvar27099:0.3780481572,Cuund34614:0.1470220390);"
"Chr1_RagTag.77800001-78000000.min4.phy.treefile","Chr1",77800001,7.8e+07,"((Crnoc59478:0.1239585255,(Cratr320360:0.0767143088,((Cstr9577:0.0615854464,Ceery21146:0.0618999470)100:0.0062161132,Ccgol2213:0.0706989551)94:0.0035766928)100:0.0257556050)100:0.0330705254,Cvar27099:0.3753439669,Cuund34614:0.1294112786);"
"Chr1_RagTag.78000001-78200000.min4.phy.treefile","Chr1",78000001,78200000,"((Crnoc59478:0.1318341497,(((Cratr320360:0.0916410526,Cstr9577:0.0680624496)71:0.0040466285,Ceery21146:0.0782621299)54:0.0032986377,Ccgol2213:0.0881613149)100:0.0309316659)100:0.0279409826,Cvar27099:0.3419523687,Cuund34614:0.1271567097);"
"Chr1_RagTag.78200001-78400000.min4.phy.treefile","Chr1",78200001,78400000,"((Crnoc59478:0.1329965434,(((Cratr320360:0.0949966153,Cstr9577:0.0669141349)91:0.0073168570,Ceery21146:0.0867493015)51:0.0020599955,Ccgol2213:0.0845978482)100:0.0241033200)100:0.0310517533,Cvar27099:0.3079928548,Cuund34614:0.1250782495);"
"Chr1_RagTag.78400001-78600000.min4.phy.treefile","Chr1",78400001,78600000,"((Crnoc59478:0.1341665821,((Cratr320360:0.0875090543,(Cstr9577:0.0578800478,Ceery21146:0.0652033589)100:0.0057456988)95:0.0046085645,Ccgol2213:0.0817410271)100:0.0240704478)100:0.0256550656,Cvar27099:0.3385176945,Cuund34614:0.1251743923);"
"Chr1_RagTag.78600001-78800000.min4.phy.treefile","Chr1",78600001,78800000,"((Crnoc59478:0.1218926708,(((Cratr320360:0.0855028867,Cstr9577:0.0681484216)51:0.0043991023,Ceery21146:0.0743941438)100:0.0073923869,Ccgol2213:0.0898075319)100:0.0189552942)100:0.0224182553,Cvar27099:0.3510474789,Cuund34614:0.1315363217);"
"Chr1_RagTag.78800001-79000000.min4.phy.treefile","Chr1",78800001,7.9e+07,"((Crnoc59478:0.1176571005,((Cratr320360:0.0844744532,(Cstr9577:0.0622626121,Ceery21146:0.0718573797)68:0.0034603428)91:0.0046836228,Ccgol2213:0.0830050426)100:0.0201623867)100:0.0320967094,Cvar27099:0.3180182552,Cuund34614:0.1308861022);"
"Chr1_RagTag.79000001-79200000.min4.phy.treefile","Chr1",79000001,79200000,"((Crnoc59478:0.1330580466,(((Cratr320360:0.0865857245,Cstr9577:0.0710555810)51:0.0044757380,Ceery21146:0.0691301520)86:0.0041783101,Ccgol2213:0.0810909267)100:0.0189442404)100:0.0243375804,Cvar27099:0.3056633772,Cuund34614:0.1284207630);"
"Chr1_RagTag.79200001-79400000.min4.phy.treefile","Chr1",79200001,79400000,"((Crnoc59478:0.1375102859,((Cratr320360:0.0997576284,(Cstr9577:0.0693395406,Ceery21146:0.0750721843)99:0.0075952033)62:0.0041433768,Ccgol2213:0.0958404919)100:0.0198139772)100:0.0290679623,Cvar27099:0.3292762365,Cuund34614:0.1292761100);"
"Chr1_RagTag.79400001-79600000.min4.phy.treefile","Chr1",79400001,79600000,"((Crnoc59478:0.1197898677,(Cratr320360:0.0910262988,((Cstr9577:0.0644122013,Ceery21146:0.0713942447)95:0.0056541071,Ccgol2213:0.0785644728)98:0.0050012509)100:0.0210375643)100:0.0412905995,Cvar27099:0.3294818384,Cuund34614:0.1318951881);"
"Chr1_RagTag.79600001-79800000.min4.phy.treefile","Chr1",79600001,79800000,"((Crnoc59478:0.1322057067,(Cratr320360:0.0874157154,((Cstr9577:0.0623320841,Ceery21146:0.0664290145)98:0.0050307011,Ccgol2213:0.0791994914)95:0.0033715903)100:0.0257265441)100:0.0329248701,Cvar27099:0.3354396286,Cuund34614:0.1387949835);"
"Chr1_RagTag.79800001-80000000.min4.phy.treefile","Chr1",79800001,8e+07,"((Crnoc59478:0.1269839862,(Cratr320360:0.0891568255,((Cstr9577:0.0627673403,Ceery21146:0.0729575827)99:0.0057090340,Ccgol2213:0.0867091312)92:0.0042469347)100:0.0186913287)100:0.0291374359,Cvar27099:0.3392180164,Cuund34614:0.1434890822);"
"Chr1_RagTag.80000001-80200000.min4.phy.treefile","Chr1",80000001,80200000,"((Crnoc59478:0.1357883591,(Cratr320360:0.0841208192,((Cstr9577:0.0572172798,Ceery21146:0.0718781387)100:0.0058847769,Ccgol2213:0.0782114630)75:0.0020698805)100:0.0324922831)100:0.0311536171,Cvar27099:0.3522800163,Cuund34614:0.1462733701);"
"Chr1_RagTag.80200001-80400000.min4.phy.treefile","Chr1",80200001,80400000,"((Crnoc59478:0.1268876309,(((Cratr320360:0.0837663456,Cstr9577:0.0654748033)93:0.0053024411,Ceery21146:0.0805893077)94:0.0035530410,Ccgol2213:0.0833152522)100:0.0278145715)100:0.0544464503,Cvar27099:0.3553850131,Cuund34614:0.1709125193);"
"Chr1_RagTag.80400001-80600000.min4.phy.treefile","Chr1",80400001,80600000,"((Crnoc59478:0.1454823938,((Cratr320360:0.0840498318,Cstr9577:0.0619947552)100:0.0142001759,(Ceery21146:0.0710841816,Ccgol2213:0.0836966347)96:0.0067099483)100:0.0264500942)100:0.0296693732,Cvar27099:0.3603389654,Cuund34614:0.1413631623);"
"Chr1_RagTag.80600001-80800000.min4.phy.treefile","Chr1",80600001,80800000,"((Crnoc59478:0.1356219511,(((Cratr320360:0.0828916156,Cstr9577:0.0654843950)100:0.0087761371,Ceery21146:0.0753687793)100:0.0090053285,Ccgol2213:0.0889499870)100:0.0226350171)100:0.0309372795,Cvar27099:0.3928479998,Cuund34614:0.1396187861);"
"Chr1_RagTag.80800001-81000000.min4.phy.treefile","Chr1",80800001,8.1e+07,"((Crnoc59478:0.1409090799,(Cratr320360:0.0941345323,((Cstr9577:0.0653527781,Ceery21146:0.0659773398)100:0.0061936955,Ccgol2213:0.0814605660)91:0.0038786519)100:0.0367704691)100:0.0272023740,Cvar27099:0.3782801730,Cuund34614:0.1293850721);"
"Chr1_RagTag.81000001-81200000.min4.phy.treefile","Chr1",81000001,81200000,"((Crnoc59478:0.1361532535,(Cratr320360:0.0945835831,((Cstr9577:0.0648385690,Ceery21146:0.0631238680)100:0.0085561588,Ccgol2213:0.0897704631)98:0.0091723008)100:0.0239407907)100:0.0309249287,Cvar27099:0.3809288836,Cuund34614:0.1357467969);"
"Chr1_RagTag.81200001-81400000.min4.phy.treefile","Chr1",81200001,81400000,"((Crnoc59478:0.1307462087,(Cratr320360:0.0870848303,((Cstr9577:0.0646750286,Ceery21146:0.0636834176)94:0.0022236809,Ccgol2213:0.0718939134)86:0.0016639992)100:0.0332172626)100:0.0431968341,Cvar27099:0.3914173414,Cuund34614:0.1453262176);"
"Chr1_RagTag.81400001-81600000.min4.phy.treefile","Chr1",81400001,81600000,"((Crnoc59478:0.1290281910,(Cratr320360:0.0822313591,((Cstr9577:0.0580044634,Ceery21146:0.0631838084)66:0.0027884154,Ccgol2213:0.0758564418)54:0.0021865663)100:0.0309120758)100:0.0371582968,Cvar27099:0.3756230792,Cuund34614:0.1383037249);"
"Chr1_RagTag.81600001-81800000.min4.phy.treefile","Chr1",81600001,81800000,"((Crnoc59478:0.1155176204,((Cratr320360:0.0895288256,(Cstr9577:0.0645757221,Ceery21146:0.0647599616)93:0.0069461769)89:0.0044995915,Ccgol2213:0.0822801104)100:0.0161019175)100:0.0316557919,Cvar27099:0.3640496443,Cuund34614:0.1220145519);"
"Chr1_RagTag.81800001-82000000.min4.phy.treefile","Chr1",81800001,8.2e+07,"((Crnoc59478:0.1191858904,(Cratr320360:0.0800985539,((Cstr9577:0.0610598429,Ceery21146:0.0691431739)78:0.0030850051,Ccgol2213:0.0817808711)75:0.0034498158)100:0.0216973660)100:0.0246231188,Cvar27099:0.3510283038,Cuund34614:0.1243900813);"
"Chr1_RagTag.82000001-82200000.min4.phy.treefile","Chr1",82000001,82200000,"((Crnoc59478:0.1232695220,((Cratr320360:0.0872115357,(Cstr9577:0.0709467668,Ceery21146:0.0680960310)97:0.0060351747)83:0.0046869569,Ccgol2213:0.0894547000)100:0.0245916028)100:0.0250217010,Cvar27099:0.3630321998,Cuund34614:0.1279638779);"
"Chr1_RagTag.82200001-82400000.min4.phy.treefile","Chr1",82200001,82400000,"((Crnoc59478:0.1304993146,((Cratr320360:0.0880271855,(Cstr9577:0.0639954778,Ceery21146:0.0724939360)91:0.0051757719)100:0.0069429297,Ccgol2213:0.0809851721)100:0.0238436459)100:0.0305125129,Cvar27099:0.3715513705,Cuund34614:0.1388275201);"
"Chr1_RagTag.82400001-82600000.min4.phy.treefile","Chr1",82400001,82600000,"((Crnoc59478:0.1354315177,((Cratr320360:0.0817214747,(Cstr9577:0.0703077853,Ceery21146:0.0678352687)86:0.0043455383)98:0.0073389052,Ccgol2213:0.0819311894)100:0.0259769113)100:0.0279316172,Cvar27099:0.3535249349,Cuund34614:0.1260467885);"
"Chr1_RagTag.82600001-82800000.min4.phy.treefile","Chr1",82600001,82800000,"((Crnoc59478:0.1154831063,((Cratr320360:0.0874262907,(Cstr9577:0.0639334269,Ceery21146:0.0674015511)100:0.0082558910)100:0.0076706654,Ccgol2213:0.0809784441)100:0.0157415379)100:0.0313061611,Cvar27099:0.3403369041,Cuund34614:0.1239251675);"
"Chr1_RagTag.82800001-83000000.min4.phy.treefile","Chr1",82800001,8.3e+07,"((Crnoc59478:0.1110075605,((Cratr320360:0.0816140372,(Cstr9577:0.0621564526,Ceery21146:0.0654241928)97:0.0064003357)84:0.0048527533,Ccgol2213:0.0773533442)100:0.0174490676)100:0.0275480154,Cvar27099:0.3689751444,Cuund34614:0.1261454003);"
"Chr1_RagTag.83000001-83200000.min4.phy.treefile","Chr1",83000001,83200000,"((Crnoc59478:0.1181137525,((Cratr320360:0.0817197639,(Cstr9577:0.0605707005,Ceery21146:0.0661845165)100:0.0081911121)92:0.0036957924,Ccgol2213:0.0713544673)100:0.0230403465)100:0.0226668059,Cvar27099:0.3410536679,Cuund34614:0.1234056201);"
"Chr1_RagTag.83200001-83400000.min4.phy.treefile","Chr1",83200001,83400000,"((Crnoc59478:0.1230236406,((Cratr320360:0.0813050213,(Cstr9577:0.0698925308,Ceery21146:0.0642499949)100:0.0069468494)96:0.0052837052,Ccgol2213:0.0820682040)100:0.0182975068)100:0.0340672464,Cvar27099:0.3033645373,Cuund34614:0.1265304491);"
"Chr1_RagTag.83400001-83600000.min4.phy.treefile","Chr1",83400001,83600000,"((Crnoc59478:0.1244017125,(((Cratr320360:0.0794131348,Cstr9577:0.0631196526)92:0.0041557129,Ceery21146:0.0724255238)100:0.0058440189,Ccgol2213:0.0826934920)100:0.0234062223)100:0.0288840594,Cvar27099:0.3413065704,Cuund34614:0.1324924108);"
"Chr1_RagTag.83600001-83800000.min4.phy.treefile","Chr1",83600001,83800000,"((Crnoc59478:0.1145754852,(Cratr320360:0.0768337046,((Cstr9577:0.0620843076,Ceery21146:0.0642322237)98:0.0047567662,Ccgol2213:0.0815047387)87:0.0034607501)100:0.0186316453)100:0.0442241587,Cvar27099:0.3561538687,Cuund34614:0.1348780312);"
"Chr1_RagTag.83800001-84000000.min4.phy.treefile","Chr1",83800001,8.4e+07,"((Crnoc59478:0.1100905704,(Cratr320360:0.0874523295,((Cstr9577:0.0648907018,Ceery21146:0.0695756701)97:0.0073968462,Ccgol2213:0.0772357873)99:0.0055838196)100:0.0190864925)100:0.0324682246,Cvar27099:0.3000460307,Cuund34614:0.1297973970);"
"Chr1_RagTag.84000001-84200000.min4.phy.treefile","Chr1",84000001,84200000,"((Crnoc59478:0.1283167201,((Cratr320360:0.0870723203,(Cstr9577:0.0652325416,Ceery21146:0.0686577797)99:0.0062752375)100:0.0078777746,Ccgol2213:0.0843319072)100:0.0224356636)100:0.0381918761,Cvar27099:0.3581871473,Cuund34614:0.1330751942);"
"Chr1_RagTag.84200001-84400000.min4.phy.treefile","Chr1",84200001,84400000,"((Crnoc59478:0.1161395740,((Cratr320360:0.0850469206,(Cstr9577:0.0676407557,Ceery21146:0.0745179145)88:0.0064698707)79:0.0044578433,Ccgol2213:0.0789449438)100:0.0202983590)100:0.0410617781,Cvar27099:0.3406701481,Cuund34614:0.1316702338);"
"Chr1_RagTag.84400001-84600000.min4.phy.treefile","Chr1",84400001,84600000,"((Crnoc59478:0.1194390042,(((Cratr320360:0.0786106092,Ccgol2213:0.0745528848)58:0.0046757395,Cstr9577:0.0647713075)73:0.0048824670,Ceery21146:0.0644529876)100:0.0252381948)100:0.0290223358,Cvar27099:0.3474020061,Cuund34614:0.1289316649);"
"Chr1_RagTag.84600001-84800000.min4.phy.treefile","Chr1",84600001,84800000,"((Crnoc59478:0.1111136488,((Cratr320360:0.0830499959,(Cstr9577:0.0569575440,Ceery21146:0.0620477911)98:0.0048154640)98:0.0055851824,Ccgol2213:0.0754952707)100:0.0174759392)100:0.0371772011,Cvar27099:0.3430380682,Cuund34614:0.1359463095);"
"Chr1_RagTag.84800001-85000000.min4.phy.treefile","Chr1",84800001,8.5e+07,"((Crnoc59478:0.1141099905,((Cratr320360:0.0803818778,(Cstr9577:0.0609866867,Ceery21146:0.0645367549)100:0.0069427285)100:0.0068419077,Ccgol2213:0.0758988664)100:0.0258261485)100:0.0305939183,Cvar27099:0.3679387495,Cuund34614:0.1351481836);"
"Chr1_RagTag.85000001-85200000.min4.phy.treefile","Chr1",85000001,85200000,"((Crnoc59478:0.1109351730,(Cratr320360:0.0795107812,((Cstr9577:0.0706797916,Ceery21146:0.0634384264)98:0.0060361878,Ccgol2213:0.0755660893)56:0.0037266112)100:0.0263307325)100:0.0269377434,Cvar27099:0.3943521092,Cuund34614:0.1236786549);"
"Chr1_RagTag.85200001-85400000.min4.phy.treefile","Chr1",85200001,85400000,"((Crnoc59478:0.1154176269,(Cratr320360:0.0832894358,((Cstr9577:0.0624350877,Ceery21146:0.0652137912)100:0.0080090741,Ccgol2213:0.0825421292)73:0.0044632001)100:0.0201612344)100:0.0281269057,Cvar27099:0.3419943295,Cuund34614:0.1324253034);"
"Chr1_RagTag.85400001-85600000.min4.phy.treefile","Chr1",85400001,85600000,"((Crnoc59478:0.1142815139,(Cratr320360:0.0878466112,((Cstr9577:0.0694133272,Ceery21146:0.0762159806)74:0.0072344842,Ccgol2213:0.0914715726)79:0.0056336278)100:0.0167756398)100:0.0366189950,Cvar27099:0.3536177176,Cuund34614:0.1184770819);"
