scaffold	start	end	mid	sites	sitesUsed	ABBA	BABA	D	fd	fdM	fdM_zscore	fdM_pvalue	fdM_abs	fdM_pvalue_adj	fdM_sig_005	fdM_sig_001	fdM_pvalue_bonferroni	busco_ids	busco_descriptions	gene_count	busco_ids.500kb	gene_count.500kb
1	73400001	73500000	73450180	5770	2129	121	11.25	0.8299	0.2442	0.096	2.4025102992238105	0.01628297603497275	0.096	0.746566546846202	FALSE	FALSE	1			0	29156at8782,14557at8782,34844at8782,46348at8782,20727at8782,29346at8782,19635at8782,38119at8782,12954at8782,38445at8782,23748at8782	11
1	73500001	73600000	73548699	4720	1898	39.125	14.625	0.4558	0.0497	0.0315	0.1730204388900921	0.8626353619984475	0.0315	0.9975364377295958	FALSE	FALSE	1			0	14557at8782,34844at8782,46348at8782,20727at8782,29346at8782,19635at8782,38119at8782,12954at8782,38445at8782,23748at8782	10
1	73600001	73700000	73649851	5278	2172	43.125	14.875	0.4871	0.0515	0.0338	0.2525216277081936	0.8006378991638181	0.0338	0.9975364377295958	FALSE	FALSE	1	20727at8782,29346at8782	Fork head domain,7TM GPCR, serpentine receptor class w (Srw)	2	14557at8782,34844at8782,46348at8782,20727at8782,29346at8782,19635at8782,38119at8782,12954at8782,38445at8782,23748at8782	10
1	73700001	73800000	73749596	5226	2183	26.25	26.75	-0.0094	-9e-4	-6e-4	-0.9365396311364563	0.3489954175869219	6e-4	0.9975364377295958	FALSE	FALSE	1	19635at8782,38119at8782,12954at8782	Integrin-alpha FG-GAP repeat-containing protein 2,nuclear receptor-interacting protein 2,forkhead box protein M1	3	46348at8782,20727at8782,29346at8782,19635at8782,38119at8782,12954at8782,38445at8782,23748at8782,5233at8782	9
1	73800001	73900000	73849275	5224	2170	93.75	34.75	0.4591	0.1041	0.064	1.2964068026241364	0.19483536966306403	0.064	0.9975364377295958	FALSE	FALSE	1	38445at8782,23748at8782	RAD9, HUS1, RAD1-interacting nuclear orphan protein 1,Tubby, C-terminal	2	20727at8782,29346at8782,19635at8782,38119at8782,12954at8782,38445at8782,23748at8782,5233at8782,27631at8782,846at8782,17545at8782	11
1	73900001	74000000	73947351	5429	2202	51	55.75	-0.0445	-0.0089	-0.0052	-1.0955420087726595	0.27327925189611935	0.0052	0.9975364377295958	FALSE	FALSE	1			0	20727at8782,29346at8782,19635at8782,38119at8782,12954at8782,38445at8782,23748at8782,5233at8782,27631at8782,846at8782,17545at8782	11
1	74000001	74100000	74052813	4377	1675	54	12.5	0.6241	0.0995	0.0614	1.2065358935254131	0.22761092794306093	0.0614	0.9975364377295958	FALSE	FALSE	1			0	20727at8782,29346at8782,19635at8782,38119at8782,12954at8782,38445at8782,23748at8782,5233at8782,27631at8782,846at8782,17545at8782	11
1	74100001	74200000	74149297	5367	2253	47.5	67.75	-0.1757	-0.0339	-0.0207	-1.6313108899381268	0.10282473670368453	0.0207	0.9975364377295958	FALSE	FALSE	1			0	20727at8782,29346at8782,19635at8782,38119at8782,12954at8782,38445at8782,23748at8782,5233at8782,27631at8782,846at8782,17545at8782,38795at8782,19740at8782	13
1	74200001	74300000	74249930	5490	2393	39.375	13.625	0.4858	0.0453	0.0294	0.10043239692573844	0.9200010507558523	0.0294	0.9975364377295958	FALSE	FALSE	1	5233at8782	CST complex subunit CTC1	1	19635at8782,38119at8782,12954at8782,38445at8782,23748at8782,5233at8782,27631at8782,846at8782,17545at8782,38795at8782,19740at8782,31660at8782,38789at8782	13
1	74300001	74400000	74350865	5232	2096	60.75	14	0.6254	0.0991	0.0596	1.1443175718416811	0.252491958538148	0.0596	0.9975364377295958	FALSE	FALSE	1	27631at8782,846at8782,17545at8782	Tumor necrosis factor receptor superfamily member 1A,Helicase/UvrB, N-terminal,methyltransferase-like protein 16	3	38445at8782,23748at8782,5233at8782,27631at8782,846at8782,17545at8782,38795at8782,19740at8782,31660at8782,38789at8782,13255at8782,23600at8782	12
1	74400001	74500000	74451350	5169	2151	28.875	8.875	0.5298	0.0424	0.027	0.017474634680762872	0.9860579683492634	0.027	0.9984146830363755	FALSE	FALSE	1			0	5233at8782,27631at8782,846at8782,17545at8782,38795at8782,19740at8782,31660at8782,38789at8782,13255at8782,23600at8782	10
1	74500001	74600000	74552022	4541	1855	41.25	12.5	0.5349	0.0591	0.037	0.36313197736816105	0.7165062981923964	0.037	0.9975364377295958	FALSE	FALSE	1			0	5233at8782,27631at8782,846at8782,17545at8782,38795at8782,19740at8782,31660at8782,38789at8782,13255at8782,23600at8782,15152at8782,33956at8782,22131at8782,10588at8782	14
1	74600001	74700000	74648457	5790	2476	72	8.5	0.7888	0.108	0.0667	1.3897342851497336	0.1646095796537166	0.0667	0.9975364377295958	FALSE	FALSE	1	38795at8782,19740at8782	Small GTPase,Homogentisate 1,2-dioxygenase	2	5233at8782,27631at8782,846at8782,17545at8782,38795at8782,19740at8782,31660at8782,38789at8782,13255at8782,23600at8782,15152at8782,33956at8782,22131at8782,10588at8782,13592at8782	15
1	74700001	74800000	74752012	5023	1995	37.875	15.125	0.4292	0.0457	0.0279	0.048583795522628766	0.961250984013833	0.0279	0.9975364377295958	FALSE	FALSE	1	31660at8782,38789at8782	Kazal domain,Leucine rich repeat 4	2	5233at8782,27631at8782,846at8782,17545at8782,38795at8782,19740at8782,31660at8782,38789at8782,13255at8782,23600at8782,15152at8782,33956at8782,22131at8782,10588at8782,13592at8782,41372at8782,45212at8782,22678at8782	18
1	74800001	74900000	74848266	5265	2082	57.5	23	0.4286	0.0626	0.0401	0.47028575360125446	0.6381508744305511	0.0401	0.9975364377295958	FALSE	FALSE	1	38789at8782,13255at8782,23600at8782	Leucine rich repeat 4,GPCR family 3, C-terminal,Serine-threonine/tyrosine-protein kinase, catalytic domain	3	27631at8782,846at8782,17545at8782,38795at8782,19740at8782,31660at8782,38789at8782,13255at8782,23600at8782,15152at8782,33956at8782,22131at8782,10588at8782,13592at8782,41372at8782,45212at8782,22678at8782,31536at8782	18
1	74900001	75000000	74947901	5831	2392	83	16.25	0.6725	0.1058	0.0635	1.2791239354897663	0.20085341606987406	0.0635	0.9975364377295958	FALSE	FALSE	1	23600at8782	Serine-threonine/tyrosine-protein kinase, catalytic domain	1	38795at8782,19740at8782,31660at8782,38789at8782,13255at8782,23600at8782,15152at8782,33956at8782,22131at8782,10588at8782,13592at8782,41372at8782,45212at8782,22678at8782,31536at8782,23333at8782,5650at8782,36638at8782	18
1	75000001	75100000	75051041	4830	1915	78.625	9.125	0.792	0.1377	0.0866	2.077592397097656	0.037746917039652494	0.0866	0.9975364377295958	FALSE	FALSE	1	15152at8782,33956at8782,22131at8782,10588at8782	protein MAATS1,Popeye protein,Lipase/vitellogenin,Ankyrin repeat	4	38795at8782,19740at8782,31660at8782,38789at8782,13255at8782,23600at8782,15152at8782,33956at8782,22131at8782,10588at8782,13592at8782,41372at8782,45212at8782,22678at8782,31536at8782,23333at8782,5650at8782,36638at8782,20838at8782,12625at8782,34458at8782,48001at8782,9513at8782,10507at8782	24
1	75100001	75200000	75148456	4319	1770	47	12.5	0.5798	0.0854	0.0513	0.8574219774111406	0.3912117175860077	0.0513	0.9975364377295958	FALSE	FALSE	1	10588at8782,13592at8782	Ankyrin repeat,Peptidase M13, N-terminal domain	2	38795at8782,19740at8782,31660at8782,38789at8782,13255at8782,23600at8782,15152at8782,33956at8782,22131at8782,10588at8782,13592at8782,41372at8782,45212at8782,22678at8782,31536at8782,23333at8782,5650at8782,36638at8782,20838at8782,12625at8782,34458at8782,48001at8782,9513at8782,10507at8782,41318at8782,37824at8782,21813at8782	27
1	75200001	75300000	75247846	4552	1864	30.25	5.75	0.6806	0.0548	0.0357	0.31819652281879945	0.7503358701962197	0.0357	0.9975364377295958	FALSE	FALSE	1	41372at8782,45212at8782,22678at8782	DSBA-like thioredoxin domain,transmembrane protein 139,Caspase-2	3	31660at8782,38789at8782,13255at8782,23600at8782,15152at8782,33956at8782,22131at8782,10588at8782,13592at8782,41372at8782,45212at8782,22678at8782,31536at8782,23333at8782,5650at8782,36638at8782,20838at8782,12625at8782,34458at8782,48001at8782,9513at8782,10507at8782,41318at8782,37824at8782,21813at8782,36221at8782,37422at8782,7053at8782,17942at8782,22446at8782,24204at8782	31
1	75300001	75400000	75350301	4658	1817	22.625	16.125	0.1677	0.015	0.0092	-0.597795435302806	0.5499764368330224	0.0092	0.9975364377295958	FALSE	FALSE	1	22678at8782,31536at8782	Caspase-2,protein FAM131B	2	38789at8782,13255at8782,23600at8782,15152at8782,33956at8782,22131at8782,10588at8782,13592at8782,41372at8782,45212at8782,22678at8782,31536at8782,23333at8782,5650at8782,36638at8782,20838at8782,12625at8782,34458at8782,48001at8782,9513at8782,10507at8782,41318at8782,37824at8782,21813at8782,36221at8782,37422at8782,7053at8782,17942at8782,22446at8782,24204at8782,39745at8782,43556at8782	32
1	75400001	75500000	75450776	4854	1826	25.625	4.875	0.6803	0.0432	0.0283	0.062410089230124616	0.9502362605803629	0.0283	0.9975364377295958	FALSE	FALSE	1	23333at8782,5650at8782,36638at8782	Zinc finger, LIM-type,Ephrin receptor, transmembrane domain,Olfactory receptor	3	23600at8782,15152at8782,33956at8782,22131at8782,10588at8782,13592at8782,41372at8782,45212at8782,22678at8782,31536at8782,23333at8782,5650at8782,36638at8782,20838at8782,12625at8782,34458at8782,48001at8782,9513at8782,10507at8782,41318at8782,37824at8782,21813at8782,36221at8782,37422at8782,7053at8782,17942at8782,22446at8782,24204at8782,39745at8782,43556at8782,40307at8782,25286at8782,26962at8782,1811at8782	34
1	75500001	75600000	75549194	4487	1675	45.5	11	0.6106	0.0792	0.0491	0.7813773620199129	0.4345805816314212	0.0491	0.9975364377295958	FALSE	FALSE	1	20838at8782,12625at8782,34458at8782,48001at8782,9513at8782,10507at8782	Membrane bound O-acyl transferase, MBOAT,Peroxisomal targeting signal 1 receptor,Mitochondrial substrate/solute carrier,retinol-binding protein 5,Sushi/SCR/CCP domain,Sushi/SCR/CCP domain	6	15152at8782,33956at8782,22131at8782,10588at8782,13592at8782,41372at8782,45212at8782,22678at8782,31536at8782,23333at8782,5650at8782,36638at8782,20838at8782,12625at8782,34458at8782,48001at8782,9513at8782,10507at8782,41318at8782,37824at8782,21813at8782,36221at8782,37422at8782,7053at8782,17942at8782,22446at8782,24204at8782,39745at8782,43556at8782,40307at8782,25286at8782,26962at8782,1811at8782,28606at8782,26419at8782,3733at8782	36
1	75600001	75700000	75648181	5482	2163	49.625	15.125	0.5328	0.06	0.0392	0.4391765927593887	0.6605335842673368	0.0392	0.9975364377295958	FALSE	FALSE	1	20838at8782,10507at8782,41318at8782,37824at8782,21813at8782	Membrane bound O-acyl transferase, MBOAT,Sushi/SCR/CCP domain,Ribosomal biogenesis, methyltransferase, EMG1/NEP1,Band 7 domain,Enolase C-terminal domain-like	5	10588at8782,13592at8782,41372at8782,45212at8782,22678at8782,31536at8782,23333at8782,5650at8782,36638at8782,20838at8782,12625at8782,34458at8782,48001at8782,9513at8782,10507at8782,41318at8782,37824at8782,21813at8782,36221at8782,37422at8782,7053at8782,17942at8782,22446at8782,24204at8782,39745at8782,43556at8782,40307at8782,25286at8782,26962at8782,1811at8782,28606at8782,26419at8782,3733at8782,13266at8782,11720at8782,48656at8782,49983at8782	37
1	75700001	75800000	75748553	5463	2063	30.5	11.5	0.4524	0.0367	0.0237	-0.09659228840607857	0.9230501808185299	0.0237	0.9975364377295958	FALSE	FALSE	1	21813at8782,36221at8782,37422at8782,7053at8782,17942at8782,22446at8782,24204at8782	Enolase C-terminal domain-like,Leucine rich repeat 4,Triosephosphate isomerase,Peptidase C19, ubiquitin carboxyl-terminal hydrolase,7TM GPCR, serpentine receptor class x  (Srx),T cell CD4 receptor C-terminal region,Immunoglobulin	7	41372at8782,45212at8782,22678at8782,31536at8782,23333at8782,5650at8782,36638at8782,20838at8782,12625at8782,34458at8782,48001at8782,9513at8782,10507at8782,41318at8782,37824at8782,21813at8782,36221at8782,37422at8782,7053at8782,17942at8782,22446at8782,24204at8782,39745at8782,43556at8782,40307at8782,25286at8782,26962at8782,1811at8782,28606at8782,26419at8782,3733at8782,13266at8782,11720at8782,48656at8782,49983at8782,5664at8782	36
1	75800001	75900000	75851624	5651	2235	33.75	22.25	0.2054	0.0186	0.0117	-0.5113810996309565	0.609084226815285	0.0117	0.9975364377295958	FALSE	FALSE	1	24204at8782,39745at8782,43556at8782	Immunoglobulin,Myeloid leukemia factor,COP9 signalosome complex subunit 7a	3	22678at8782,31536at8782,23333at8782,5650at8782,36638at8782,20838at8782,12625at8782,34458at8782,48001at8782,9513at8782,10507at8782,41318at8782,37824at8782,21813at8782,36221at8782,37422at8782,7053at8782,17942at8782,22446at8782,24204at8782,39745at8782,43556at8782,40307at8782,25286at8782,26962at8782,1811at8782,28606at8782,26419at8782,3733at8782,13266at8782,11720at8782,48656at8782,49983at8782,5664at8782,38825at8782	35
1	75900001	76000000	75947825	5366	2186	62.5	16	0.5924	0.0822	0.0512	0.8539654039842667	0.39312415856808647	0.0512	0.9975364377295958	FALSE	FALSE	1	40307at8782,25286at8782,26962at8782,1811at8782	inhibitor of growth protein 4,acrosin-binding protein,lysophosphatidic acid receptor 5,CHD, C-terminal 2	4	23333at8782,5650at8782,36638at8782,20838at8782,12625at8782,34458at8782,48001at8782,9513at8782,10507at8782,41318at8782,37824at8782,21813at8782,36221at8782,37422at8782,7053at8782,17942at8782,22446at8782,24204at8782,39745at8782,43556at8782,40307at8782,25286at8782,26962at8782,1811at8782,28606at8782,26419at8782,3733at8782,13266at8782,11720at8782,48656at8782,49983at8782,5664at8782,38825at8782,27541at8782	34
1	76000001	76100000	76047232	5480	2113	64.75	14.5	0.6341	0.0897	0.0583	1.0993821172923195	0.27160142757093	0.0583	0.9975364377295958	FALSE	FALSE	1	1811at8782,28606at8782,26419at8782,3733at8782	CHD, C-terminal 2,intermediate filament family orphan 1,Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain,Condensin complex subunit 1, C-terminal	4	20838at8782,12625at8782,34458at8782,48001at8782,9513at8782,10507at8782,41318at8782,37824at8782,21813at8782,36221at8782,37422at8782,7053at8782,17942at8782,22446at8782,24204at8782,39745at8782,43556at8782,40307at8782,25286at8782,26962at8782,1811at8782,28606at8782,26419at8782,3733at8782,13266at8782,11720at8782,48656at8782,49983at8782,5664at8782,38825at8782,27541at8782,27768at8782	32
1	76100001	76200000	76151108	4965	2131	42	11.75	0.5628	0.055	0.0343	0.2698044948425635	0.7873106646410701	0.0343	0.9975364377295958	FALSE	FALSE	1	13266at8782,11720at8782,48656at8782,49983at8782	Epithelial sodium channel,F-box domain,protein FAM162A,coiled-coil domain-containing protein 58	4	20838at8782,10507at8782,41318at8782,37824at8782,21813at8782,36221at8782,37422at8782,7053at8782,17942at8782,22446at8782,24204at8782,39745at8782,43556at8782,40307at8782,25286at8782,26962at8782,1811at8782,28606at8782,26419at8782,3733at8782,13266at8782,11720at8782,48656at8782,49983at8782,5664at8782,38825at8782,27541at8782,27768at8782,30640at8782	29
1	76200001	76300000	76247999	4397	1896	19.125	26.625	-0.1639	-0.0164	-0.0099	-1.2580009598357367	0.2083914091222412	0.0099	0.9975364377295958	FALSE	FALSE	1	49983at8782,5664at8782	coiled-coil domain-containing protein 58,GPCR family 3, C-terminal	2	21813at8782,36221at8782,37422at8782,7053at8782,17942at8782,22446at8782,24204at8782,39745at8782,43556at8782,40307at8782,25286at8782,26962at8782,1811at8782,28606at8782,26419at8782,3733at8782,13266at8782,11720at8782,48656at8782,49983at8782,5664at8782,38825at8782,27541at8782,27768at8782,30640at8782	25
1	76300001	76400000	76352095	4071	1787	9.75	4	0.4182	0.0128	0.0083	-0.6289045961446719	0.5294115168872096	0.0083	0.9975364377295958	FALSE	FALSE	1	38825at8782	CD80-like, immunoglobulin C2-set	1	24204at8782,39745at8782,43556at8782,40307at8782,25286at8782,26962at8782,1811at8782,28606at8782,26419at8782,3733at8782,13266at8782,11720at8782,48656at8782,49983at8782,5664at8782,38825at8782,27541at8782,27768at8782,30640at8782	19
1	76400001	76500000	76450461	4019	1711	7.5	8.5	-0.0625	-0.0022	-0.0014	-0.9641922185514481	0.33494956492502226	0.0014	0.9975364377295958	FALSE	FALSE	1	27541at8782	RmlD-like substrate binding domain	1	40307at8782,25286at8782,26962at8782,1811at8782,28606at8782,26419at8782,3733at8782,13266at8782,11720at8782,48656at8782,49983at8782,5664at8782,38825at8782,27541at8782,27768at8782,30640at8782,1387at8782	17
1	76500001	76600000	76549487	4808	2007	16.625	7.625	0.3711	0.0163	0.0107	-0.5459468338996963	0.5851024837352266	0.0107	0.9975364377295958	FALSE	FALSE	1	27541at8782,27768at8782	RmlD-like substrate binding domain,FMN-dependent dehydrogenase	2	1811at8782,28606at8782,26419at8782,3733at8782,13266at8782,11720at8782,48656at8782,49983at8782,5664at8782,38825at8782,27541at8782,27768at8782,30640at8782,1387at8782,8562at8782,18906at8782	16
1	76600001	76700000	76651642	5121	2193	15.125	15.125	0	0	0	-0.9158001905752123	0.3597717035437429	0	0.9975364377295958	FALSE	FALSE	1	30640at8782	Aminoacyl-tRNA synthetase, class Ic	1	13266at8782,11720at8782,48656at8782,49983at8782,5664at8782,38825at8782,27541at8782,27768at8782,30640at8782,1387at8782,8562at8782,18906at8782,25231at8782,44847at8782	14
1	76700001	76800000	76748956	4435	1839	17.5	10.25	0.2613	0.0142	0.0094	-0.590882288449058	0.5545992940443543	0.0094	0.9975364377295958	FALSE	FALSE	1			0	49983at8782,5664at8782,38825at8782,27541at8782,27768at8782,30640at8782,1387at8782,8562at8782,18906at8782,25231at8782,44847at8782,1096at8782,12239at8782,14202at8782	14
1	76800001	76900000	76851016	4776	1953	10.25	11.75	-0.0682	-0.0027	-0.0017	-0.9745619388320701	0.32977760110895904	0.0017	0.9975364377295958	FALSE	FALSE	1			0	38825at8782,27541at8782,27768at8782,30640at8782,1387at8782,8562at8782,18906at8782,25231at8782,44847at8782,1096at8782,12239at8782,14202at8782,5557at8782	13
1	76900001	77000000	76950249	4226	1766	9.5	6.75	0.1692	0.0054	0.0037	-0.787906973780875	0.43075112169070584	0.0037	0.9975364377295958	FALSE	FALSE	1	1387at8782	sperm-associated antigen 17	1	27541at8782,27768at8782,30640at8782,1387at8782,8562at8782,18906at8782,25231at8782,44847at8782,1096at8782,12239at8782,14202at8782,5557at8782,25067at8782,20001at8782	14
1	77000001	77100000	77053032	5106	2130	15.625	11.875	0.1364	0.0063	0.004	-0.777537253500253	0.4368418642563232	0.004	0.9975364377295958	FALSE	FALSE	1	1387at8782,8562at8782,18906at8782	sperm-associated antigen 17,WD40 repeat,Ganglioside-induced differentiation-associated protein 2	3	27541at8782,27768at8782,30640at8782,1387at8782,8562at8782,18906at8782,25231at8782,44847at8782,1096at8782,12239at8782,14202at8782,5557at8782,25067at8782,20001at8782	14
1	77100001	77200000	77147957	4788	2008	12.75	17.5	-0.157	-0.0085	-0.0053	-1.0989985821995336	0.27176868432133783	0.0053	0.9975364377295958	FALSE	FALSE	1	18906at8782,25231at8782,44847at8782	Ganglioside-induced differentiation-associated protein 2,Terminal nucleotidyltransferase,GNAT domain	3	30640at8782,1387at8782,8562at8782,18906at8782,25231at8782,44847at8782,1096at8782,12239at8782,14202at8782,5557at8782,25067at8782,20001at8782	12
1	77200001	77300000	77244815	4298	1769	13.25	8.5	0.2184	0.0108	0.0069	-0.6772966241209076	0.49821777238559983	0.0069	0.9975364377295958	FALSE	FALSE	1	44847at8782,1096at8782,12239at8782,14202at8782	GNAT domain,Myc-type, basic helix-loop-helix (bHLH) domain,SID1 transmembrane family,Spindle and centriole-associated protein 1	4	1387at8782,8562at8782,18906at8782,25231at8782,44847at8782,1096at8782,12239at8782,14202at8782,5557at8782,25067at8782,20001at8782,8968at8782,15917at8782,18038at8782,31535at8782,27610at8782	16
1	77300001	77400000	77351519	4155	1675	35.25	12	0.4921	0.0531	0.0346	0.2801742151231855	0.7793438481141282	0.0346	0.9975364377295958	FALSE	FALSE	1	14202at8782,5557at8782	Spindle and centriole-associated protein 1,Cation-transporting P-type ATPase, C-terminal	2	1387at8782,8562at8782,18906at8782,25231at8782,44847at8782,1096at8782,12239at8782,14202at8782,5557at8782,25067at8782,20001at8782,8968at8782,15917at8782,18038at8782,31535at8782,27610at8782,29867at8782,3688at8782	18
1	77400001	77500000	77454170	5335	2147	43	32.5	0.1391	0.019	0.0118	-0.5079245262040825	0.6115062737980677	0.0118	0.9975364377295958	FALSE	FALSE	1	5557at8782,25067at8782,20001at8782	Cation-transporting P-type ATPase, C-terminal,protein mab-21-like 3,Major facilitator,  sugar transporter-like	3	1387at8782,8562at8782,18906at8782,25231at8782,44847at8782,1096at8782,12239at8782,14202at8782,5557at8782,25067at8782,20001at8782,8968at8782,15917at8782,18038at8782,31535at8782,27610at8782,29867at8782,3688at8782,36408at8782	19
1	77500001	77600000	77548840	4791	1944	43	13.25	0.5289	0.0593	0.0355	0.3112833759650513	0.75558520400663	0.0355	0.9975364377295958	FALSE	FALSE	1	20001at8782	Major facilitator,  sugar transporter-like	1	1387at8782,8562at8782,18906at8782,25231at8782,44847at8782,1096at8782,12239at8782,14202at8782,5557at8782,25067at8782,20001at8782,8968at8782,15917at8782,18038at8782,31535at8782,27610at8782,29867at8782,3688at8782,36408at8782	19
